,Unnamed: 0,full_name,selling_price,new_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power,seats,model_name
17191,17191,Mahindra,9.5,New Car (On-Road Price) : Rs.15.78-18.07 Lakh*,2017,Individual,60000,First Owner,Diesel,Manual,16.55,Engine2498 CC,Max Power105 bhp,Seats6,Thar CRDe
17192,17192,Datsun,2.7,,2017,Dealer,17731,First Owner,Petrol,Manual,22.7,Engine799 CC,Max Power53.64 bhp,Seats5,RediGO S
17193,17193,Toyota,11.0,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,2011,Dealer,85000,First Owner,Diesel,Manual,11.5,Engine2982 CC,Max Power171 bhp,Seats7,Fortuner 3.0
17194,17194,Maruti,9.85,,2017,Dealer,61326,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
17195,17195,Maruti,4.5,New Car (On-Road Price) : Rs.5.26-6.60 Lakh*,2017,Individual,32000,First Owner,Petrol,Manual,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
17196,17196,Hyundai,8.0,New Car (On-Road Price) : Rs.12.35-21.56 Lakh*,2015,Individual,57000,First Owner,Petrol,Automatic,13.0,Engine1591 CC,Max Power121.3 bhp,Seats5,Creta 1.6
17197,17197,Hyundai,8.6,New Car (On-Road Price) : Rs.12.19-17.18 Lakh*,2018,Individual,42700,First Owner,Diesel,Manual,22.0,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna CRDi
17198,17198,Mercedes-Benz,22.25,,2016,Dealer,20000,First Owner,Petrol,Automatic,13.7,Engine1991 CC,Max Power183 bhp,Seats5,GLA Class
17199,17199,Maruti,5.85,New Car (On-Road Price) : Rs.8.62-12.06 Lakh*,2014,Individual,35000,First Owner,Petrol,Manual,17.5,Engine1373 CC,Max Power91.1 bhp,Seats7,Ertiga BSIV
17200,17200,Mahindra,7.0,,2018,Individual,70000,First Owner,Diesel,Manual,14.02,Engine2179 CC,Max Power118.3 bhp,Seats7,Xylo H4
17201,17201,Maruti,4.0,New Car (On-Road Price) : Rs.5.16-6.88 Lakh*,2017,Individual,10000,First Owner,Petrol,Automatic,20.51,Engine998 CC,Max Power67 bhp,Seats5,Wagon R
17202,17202,Maruti,8.5,,2017,Dealer,31210,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
17203,17203,Honda,4.0,New Car (On-Road Price) : Rs.22.41-26.73 Lakh*,2008,Individual,110000,First Owner,Petrol,Manual,13.5,Engine1799 CC,Max Power130 bhp,Seats5,Civic 1.8
17204,17204,Maruti,7.85,,2015,Dealer,78368,First Owner,Diesel,Manual,20.77,Engine1248 CC,Max Power88.76 bhp,Seats7,Ertiga VDI
17205,17205,Maruti,6.5,,2017,Dealer,44000,First Owner,Diesel,Manual,23.65,Engine1248 CC,Max Power88.5 bhp,Seats5,SX4 S
17206,17206,Hyundai,5.5,New Car (On-Road Price) : Rs.7.91-13.24 Lakh*,2015,Dealer,37924,First Owner,Petrol,Manual,17.0,Engine1197 CC,Max Power80 bhp,Seats5,i20 1.2
17207,17207,Ford,4.25,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,104859,First Owner,Diesel,Manual,22.7,Engine1498 CC,Max Power89.84 bhp,Seats5,Ecosport 1.5
17208,17208,Ford,8.31,New Car (On-Road Price) : Rs.10.05-13.48 Lakh*,2017,Dealer,63000,First Owner,Diesel,Manual,23.0,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
17209,17209,Hyundai,1.6,,2006,Dealer,42653,First Owner,Petrol,Manual,,Engine1086 CC,,Seats5,Santro Xing
17210,17210,Kia,19.5,,2019,Dealer,7100,First Owner,Diesel,Automatic,17.8,Engine1493 CC,Max Power113.4 bhp,Seats5,Seltos HTX
17211,17211,Honda,7.85,New Car (On-Road Price) : Rs.9.20-11.83 Lakh*,2017,Dealer,52377,First Owner,Petrol,Automatic,19.0,Engine1199 CC,Max Power88.7 bhp,Seats5,Jazz 1.2
17212,17212,Volkswagen,7.5,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,2017,Dealer,14000,First Owner,Petrol,Manual,16.2,Engine1199 CC,Max Power74 bhp,Seats5,Polo 2015-2019
17213,17213,Volkswagen,6.75,,2016,Dealer,70000,First Owner,Diesel,Manual,22.07,Engine1199 CC,Max Power73.9 bhp,Seats5,Polo Diesel
17214,17214,Hyundai,6.85,,2018,Dealer,18000,First Owner,Diesel,Manual,24.0,Engine1120 CC,Max Power70 bhp,Seats5,Grand i10
17215,17215,Mercedes-Benz,21.5,,2014,Dealer,70000,First Owner,Diesel,Automatic,17.9,Engine2143 CC,Max Power136 bhp,Seats5,GLA Class
17216,17216,Hyundai,12.95,New Car (On-Road Price) : Rs.13.62-19.13 Lakh*,2019,Dealer,7000,First Owner,Diesel,Automatic,19.08,Engine1582 CC,Max Power126.2 bhp,Seats5,Verna 1.6
17217,17217,Maruti,6.35,,2015,Dealer,49000,First Owner,Petrol,Manual,20.73,Engine1373 CC,Max Power91.1 bhp,Seats5,Ciaz ZXi
17218,17218,Tata,1.2,,2015,Individual,15000,First Owner,Petrol,Automatic,21.9,Engine624 CC,Max Power37.48 bhp,Seats4,Nano XTA
17219,17219,Honda,6.4,New Car (On-Road Price) : Rs.15.45-18.31 Lakh*,2014,Dealer,62000,First Owner,Diesel,Manual,26.0,Engine1498 CC,Max Power98.6 bhp,Seats5,City i
17220,17220,Volkswagen,4.0,New Car (On-Road Price) : Rs.10.61-16.31 Lakh*,2013,Individual,34000,First Owner,Petrol,Manual,15.04,Engine1598 CC,Max Power103.6 bhp,Seats5,Vento Petrol
17221,17221,Honda,7.25,New Car (On-Road Price) : Rs.11.19-13.09 Lakh*,2017,Dealer,66000,First Owner,Diesel,Manual,25.5,Engine1498 CC,Max Power98.6 bhp,Seats5,WR-V i-DTEC
17222,17222,Renault,3.5,New Car (On-Road Price) : Rs.4.12-6.65 Lakh*,2017,Individual,35000,First Owner,Petrol,Automatic,24.04,Engine999 CC,Max Power67 bhp,Seats5,KWID AMT
17223,17223,Skoda,4.0,,2012,Individual,110000,First Owner,Diesel,Manual,20.0,Engine1968 CC,Max Power108.5 bhp,Seats5,Laura Ambiente
17224,17224,Hyundai,10.5,New Car (On-Road Price) : Rs.8.30-14.44 Lakh*,2020,Individual,5000,First Owner,Petrol,Manual,18.27,Engine998 CC,Max Power118.35 bhp,Seats5,Venue SX
17225,17225,Toyota,3.65,,2011,Dealer,168986,First Owner,Petrol,Manual,17.6,Engine1496 CC,Max Power88.73 bhp,Seats5,Etios G
17226,17226,Hyundai,6.2,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,2015,Individual,64000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 Asta
17227,17227,Skoda,4.75,,2012,Dealer,85600,First Owner,Diesel,Manual,20.5,Engine1598 CC,Max Power103.5 bhp,Seats5,Rapid 1.6
17228,17228,Hyundai,3.2,,2013,Dealer,56856,First Owner,Petrol,Manual,21.1,Engine814 CC,Max Power55.2 bhp,Seats5,EON Era
17229,17229,Toyota,6.45,,2013,Dealer,77000,First Owner,Diesel,Manual,12.8,Engine2494 CC,Max Power102 bhp,Seats7,Innova 2.5
17230,17230,Maruti,4.95,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,2015,Dealer,57000,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
17231,17231,Toyota,4.5,,2016,Individual,165000,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.05 bhp,Seats5,Etios GD
17232,17232,Renault,3.85,New Car (On-Road Price) : Rs.4.00-6.54 Lakh*,2018,Dealer,8627,First Owner,Petrol,Manual,21.74,Engine999 CC,Max Power67 bhp,Seats5,KWID 1.0
17233,17233,Volkswagen,2.9,,2013,Individual,100000,First Owner,Diesel,Manual,22.07,Engine1199 CC,Max Power73.9 bhp,Seats5,Polo Diesel
17234,17234,Maruti,4.21,New Car (On-Road Price) : Rs.5.85 Lakh*,2017,Dealer,48000,First Owner,CNG,Manual,15.1,Engine1196 CC,Max Power73 bhp,Seats5,Eeco 5
17235,17235,Volkswagen,3.85,,2013,Dealer,56000,First Owner,Petrol,Manual,16.2,Engine1199 CC,Max Power74 bhp,Seats5,Polo 1.2
17236,17236,Toyota,4.5,,2015,Individual,70000,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.04 bhp,Seats5,Etios Liva
17237,17237,Hyundai,0.9,,2007,Individual,34000,First Owner,Petrol,Manual,,Engine1086 CC,,Seats5,Santro Xing
17238,17238,Honda,5.3,,2017,Dealer,29000,First Owner,Petrol,Manual,18.5,Engine1198 CC,Max Power86.8 bhp,Seats5,Brio 1.2
17239,17239,Hyundai,2.38,,2014,Dealer,55060,First Owner,Petrol,Manual,22.0,Engine814 CC,Max Power55 bhp,Seats5,EON Magna
17240,17240,Toyota,4.25,,2008,Dealer,193000,First Owner,Diesel,Manual,12.8,Engine2494 CC,Max Power102 bhp,Seats7,Innova 2.5
17241,17241,Hyundai,5.0,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,2017,Individual,20000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
17242,17242,Ford,8.99,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2018,Dealer,6500,First Owner,Diesel,Manual,22.77,Engine1498 CC,Max Power98.59 bhp,Seats5,Ecosport 2015-2021
17243,17243,Maruti,1.85,New Car (On-Road Price) : Rs.4.98-5.02 Lakh*,2013,Individual,90000,First Owner,CNG,Manual,30.46,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
17244,17244,Volkswagen,8.95,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,2017,Dealer,37450,First Owner,Petrol,Automatic,17.21,Engine1197 CC,Max Power103.5 bhp,Seats5,Polo 2015-2019
17245,17245,Honda,6.85,New Car (On-Road Price) : Rs.15.45-18.31 Lakh*,2016,Dealer,88102,First Owner,Diesel,Manual,26.0,Engine1498 CC,Max Power98.6 bhp,Seats5,City i
17246,17246,Honda,3.25,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,2010,Dealer,47000,First Owner,Petrol,Manual,17.0,Engine1497 CC,Max Power118 bhp,Seats5,City 1.5
17247,17247,Maruti,2.96,,2012,Dealer,37623,First Owner,Petrol,Manual,20.51,Engine998 CC,Max Power67.04 bhp,Seats5,Wagon R
17248,17248,Honda,4.95,New Car (On-Road Price) : Rs.7.54-10.66 Lakh*,2014,Dealer,49000,First Owner,Petrol,Manual,18.0,Engine1198 CC,Max Power86.7 bhp,Seats5,Amaze S
17249,17249,Hyundai,4.6,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,2012,Dealer,69000,First Owner,Diesel,Manual,21.9,Engine1396 CC,Max Power88.76 bhp,Seats5,i20 Sportz
17250,17250,Maruti,1.5,New Car (On-Road Price) : Rs.4.47-4.92 Lakh*,2011,Individual,100000,First Owner,Petrol,Manual,15.37,Engine1196 CC,Max Power73 bhp,Seats7,Eeco 7
17251,17251,Hyundai,5.25,,2013,Dealer,90000,First Owner,Diesel,Manual,22.32,Engine1582 CC,Max Power126.32 bhp,Seats5,Verna 1.6
17252,17252,Maruti,5.0,,2013,Dealer,60855,First Owner,Petrol,Manual,19.1,Engine1197 CC,Max Power85.8 bhp,Seats5,Swift Dzire
17253,17253,Maruti,4.4,New Car (On-Road Price) : Rs.7.15-10.66 Lakh*,2013,Individual,86300,First Owner,Petrol,Manual,19.1,Engine1197 CC,Max Power85.8 bhp,Seats5,Swift Dzire
17254,17254,Hyundai,6.5,,2015,Dealer,78000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.73 bhp,Seats5,i20 Asta
17255,17255,Hyundai,2.1,,2011,Dealer,50000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
17256,17256,Maruti,3.75,New Car (On-Road Price) : Rs.6.09-6.17 Lakh*,2015,Dealer,42100,First Owner,CNG,Manual,26.6,Engine998 CC,Max Power58.16 bhp,Seats5,Wagon R
17257,17257,Maruti,3.0,New Car (On-Road Price) : Rs.3.60-4.83 Lakh*,2015,Individual,35000,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
17258,17258,Toyota,7.0,,2008,Dealer,143448,First Owner,Diesel,Manual,12.8,Engine2494 CC,Max Power102 bhp,Seats7,Innova 2.5
17259,17259,Tata,4.85,,2017,Dealer,39543,First Owner,Diesel,Manual,27.28,Engine1047 CC,Max Power69 bhp,Seats5,Tiago 1.05
17260,17260,Renault,3.15,,2016,Dealer,46000,First Owner,Petrol,Manual,25.17,Engine799 CC,Max Power53.3 bhp,Seats5,KWID RXT
17261,17261,Maruti,4.35,New Car (On-Road Price) : Rs.5.25-6.60 Lakh*,2016,Dealer,51000,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio ZXI
17262,17262,Mahindra,11.0,New Car (On-Road Price) : Rs.17.29-24.23 Lakh*,2015,Individual,80000,First Owner,Diesel,Manual,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 W10
17263,17263,Hyundai,5.0,New Car (On-Road Price) : Rs.8.38-13.24 Lakh*,2015,Dealer,60000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 Sportz
17264,17264,Ford,2.3,,2008,Individual,63600,First Owner,Petrol,Manual,16.6,Engine1388 CC,Max Power68 bhp,Seats5,Fiesta 1.4
17265,17265,Chevrolet,2.25,,2011,Dealer,29800,First Owner,Petrol,Manual,18.6,Engine1199 CC,Max Power79.4 bhp,Seats5,Beat LS
17266,17266,Hyundai,6.55,New Car (On-Road Price) : Rs.8.21-14.01 Lakh*,2017,Individual,50000,First Owner,Petrol,Manual,18.6,Engine1197 CC,Max Power81.83 bhp,Seats5,i20 1.2
17267,17267,Ford,9.0,New Car (On-Road Price) : Rs.10.51-13.98 Lakh*,2018,Individual,40000,First Owner,Diesel,Manual,23.0,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
17268,17268,Tata,2.21,,2017,Dealer,12598,First Owner,Petrol,Manual,25.4,Engine624 CC,Max Power37.5 bhp,Seats4,Nano Twist
17269,17269,Volkswagen,9.15,New Car (On-Road Price) : Rs.10.89-17.15 Lakh*,2018,Dealer,9965,First Owner,Petrol,Manual,16.09,Engine1598 CC,Max Power103.2 bhp,Seats5,Vento 1.6
17270,17270,Mahindra,5.3,New Car (On-Road Price) : Rs.8.79-10.31 Lakh*,2013,Individual,39000,First Owner,Diesel,Manual,15.96,Engine2523 CC,Max Power62.1 bhp,Seats7,Bolero 2011-2019
17271,17271,Toyota,14.9,New Car (On-Road Price) : Rs.19.90-29.90 Lakh*,2016,Dealer,35500,First Owner,Diesel,Automatic,13.68,Engine2393 CC,Max Power147.51 bhp,Seats7,Innova Crysta
17272,17272,Honda,4.15,New Car (On-Road Price) : Rs.7.35-10.36 Lakh*,2013,Dealer,70400,First Owner,Petrol,Manual,18.6,Engine1199 CC,Max Power88.76 bhp,Seats5,Amaze VX
17273,17273,Maruti,3.0,New Car (On-Road Price) : Rs.5.97-6.04 Lakh*,2015,Individual,80000,First Owner,CNG,Manual,26.6,Engine998 CC,Max Power58.16 bhp,Seats5,Wagon R
17274,17274,Maruti,2.75,,2011,Dealer,70000,First Owner,Petrol,Manual,16.11,Engine1196 CC,Max Power72.42 bhp,Seats5,Eeco 5
17275,17275,Maruti,3.5,,2012,Individual,120000,First Owner,Diesel,Manual,22.9,Engine1248 CC,Max Power74 bhp,Seats5,Swift VDI
17276,17276,Hyundai,4.9,,2017,Dealer,32000,First Owner,Petrol,Manual,19.1,Engine1197 CC,Max Power82 bhp,Seats5,Xcent 2016-2017
17277,17277,Toyota,10.25,,2014,Dealer,115000,First Owner,Diesel,Manual,12.99,Engine2494 CC,Max Power100 bhp,Seats7,Innova 2.5
17278,17278,Hyundai,5.15,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2017,Dealer,76000,First Owner,Petrol,Automatic,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
17279,17279,Nissan,2.7,,2012,Individual,67000,First Owner,Diesel,Manual,21.64,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny Diesel
17280,17280,Honda,4.0,New Car (On-Road Price) : Rs.12.80-17.01 Lakh*,2008,Individual,120000,First Owner,Petrol,Manual,17.7,Engine1497 CC,Max Power78 bhp,Seats5,City 2017-2020
17281,17281,Volkswagen,7.3,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,2019,Dealer,7000,First Owner,Petrol,Manual,18.78,Engine999 CC,Max Power75 bhp,Seats5,Polo 2015-2019
17282,17282,Maruti,7.25,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,2016,Dealer,45000,First Owner,Petrol,Manual,20.73,Engine1373 CC,Max Power91.1 bhp,Seats5,Ciaz ZXi
17283,17283,Honda,6.5,New Car (On-Road Price) : Rs.15.45-18.31 Lakh*,2016,Dealer,88000,First Owner,Diesel,Manual,26.0,Engine1498 CC,Max Power98.6 bhp,Seats5,City i
17284,17284,Maruti,8.0,,2018,Individual,40000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
17285,17285,Maruti,1.2,,2006,Dealer,43950,First Owner,Petrol,Manual,16.1,Engine796 CC,Max Power37 bhp,Seats4,800 Std
17286,17286,Ford,7.75,New Car (On-Road Price) : Rs.10.12-10.90 Lakh*,2019,Individual,30000,First Owner,Diesel,Manual,24.4,Engine1498 CC,Max Power98.63 bhp,Seats5,Freestyle Titanium
17287,17287,Volkswagen,6.45,New Car (On-Road Price) : Rs.7.23-11.75 Lakh*,2015,Dealer,56084,First Owner,Petrol,Automatic,17.21,Engine1197 CC,Max Power103.6 bhp,Seats5,Polo GT
17288,17288,Maruti,2.5,,2012,Dealer,116006,First Owner,Petrol,Manual,20.92,Engine998 CC,Max Power67.1 bhp,Seats5,Alto K10
17289,17289,Maruti,2.95,,2013,Dealer,65000,First Owner,Petrol,Manual,21.79,Engine998 CC,Max Power67.05 bhp,Seats5,Wagon R
17290,17290,Mercedes-Benz,26.75,,2017,Dealer,36345,First Owner,Diesel,Automatic,17.9,Engine2143 CC,Max Power136 bhp,Seats5,GLA Class
17291,17291,Honda,16.7,New Car (On-Road Price) : Rs.20.84-24.63 Lakh*,2019,Dealer,21000,First Owner,Petrol,Automatic,16.5,Engine1799 CC,Max Power139.46 bhp,Seats5,Civic V
17292,17292,Hyundai,2.25,,2005,Dealer,48000,First Owner,Petrol,Manual,17.0,Engine1086 CC,,Seats5,Santro Xing
17293,17293,Maruti,3.8,,2011,Individual,180000,First Owner,Diesel,Manual,19.3,Engine1248 CC,Max Power73.9 bhp,Seats5,Swift Dzire
17294,17294,Renault,3.1,New Car (On-Road Price) : Rs.3.71-6.31 Lakh*,2017,Individual,25000,First Owner,Petrol,Manual,23.01,Engine999 CC,Max Power67 bhp,Seats5,KWID 1.0
17295,17295,Mahindra,10.79,,2019,Individual,25000,First Owner,Diesel,Manual,20.0,Engine1497 CC,Max Power115 bhp,Seats5,XUV300 W8
17296,17296,Toyota,12.75,,2015,Dealer,71000,First Owner,Diesel,Manual,12.99,Engine2494 CC,Max Power100.6 bhp,Seats7,Innova 2.5
17297,17297,Maruti,3.65,New Car (On-Road Price) : Rs.4.67-5.13 Lakh*,2016,Dealer,40000,First Owner,Petrol,Manual,15.37,Engine1196 CC,Max Power72.42 bhp,Seats7,Eeco 7
17298,17298,Maruti,2.83,,2012,Individual,83000,First Owner,Diesel,Manual,23.2,Engine1248 CC,Max Power73.94 bhp,Seats5,Ritz LDi
17299,17299,Mahindra,15.0,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,2017,Dealer,60000,First Owner,Diesel,Manual,15.1,Engine2179 CC,Max Power152.87 bhp,Seats7,XUV500 W9
17300,17300,Hyundai,10.7,New Car (On-Road Price) : Rs.12.55-22.31 Lakh*,2019,Individual,12000,First Owner,Petrol,Manual,15.8,Engine1591 CC,Max Power121.3 bhp,Seats5,Creta 1.6
17301,17301,BMW,18.55,New Car (On-Road Price) : Rs.73.20-82.67 Lakh*,2012,Dealer,65000,First Owner,Diesel,Automatic,11.5,Engine2993 CC,Max Power235 bhp,Seats5,5 Series
17302,17302,Ford,4.75,New Car (On-Road Price) : Rs.10.14-13.79 Lakh*,2014,Dealer,58000,First Owner,Diesel,Manual,22.7,Engine1498 CC,Max Power89.84 bhp,Seats5,Ecosport 1.5
17303,17303,Chevrolet,1.8,,2015,Individual,60000,First Owner,Diesel,Manual,25.44,Engine936 CC,Max Power56.3 bhp,Seats5,Beat Diesel
17304,17304,Hyundai,4.95,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,2016,Dealer,28000,First Owner,Petrol,Manual,18.9,Engine1197 CC,Max Power82 bhp,Seats5,Grand i10
17305,17305,Maruti,8.5,,2017,Individual,90000,First Owner,Diesel,Manual,24.3,Engine1248 CC,Max Power88.5 bhp,Seats5,Vitara Brezza
17306,17306,Maruti,5.3,New Car (On-Road Price) : Rs.6.56-10.04 Lakh*,2016,Individual,73000,First Owner,Petrol,Manual,20.85,Engine1197 CC,Max Power83.14 bhp,Seats5,Swift Dzire
17307,17307,Mercedes-Benz,10.0,New Car (On-Road Price) : Rs.52.16-65.17 Lakh*,2012,Dealer,64212,First Owner,Diesel,Automatic,14.94,Engine2143 CC,Max Power204 bhp,Seats5,C-Class C
17308,17308,Tata,3.7,,2017,Individual,90000,First Owner,Diesel,Manual,22.95,Engine1248 CC,Max Power74 bhp,Seats5,Zest Quadrajet
17309,17309,Maruti,5.5,,2016,Dealer,85263,First Owner,Diesel,Manual,25.2,Engine1248 CC,Max Power74 bhp,Seats5,Swift LDI
17310,17310,Chevrolet,3.75,,2016,Dealer,37300,First Owner,Petrol,Manual,18.2,Engine1199 CC,Max Power82.4 bhp,Seats5,Sail 1.2
17311,17311,Hyundai,3.75,,2015,Individual,320000,First Owner,Petrol,Automatic,16.9,Engine1197 CC,Max Power82 bhp,Seats5,Xcent 1.2
17312,17312,Nissan,3.55,,2014,Dealer,94000,First Owner,Diesel,Manual,21.64,Engine1461 CC,Max Power84.8 bhp,Seats5,Sunny Diesel
17313,17313,Audi,26.75,,2015,Dealer,56227,First Owner,Diesel,Automatic,17.68,Engine1968 CC,Max Power174.33 bhp,Seats5,A6 35
17314,17314,Maruti,2.2,New Car (On-Road Price) : Rs.3.32-4.44 Lakh*,2016,Individual,2000,First Owner,Petrol,Manual,22.74,Engine796 CC,Max Power47.3 bhp,Seats5,Alto 800
17315,17315,Maruti,3.6,,2016,Dealer,31000,First Owner,Petrol,Automatic,23.95,Engine998 CC,Max Power67.05 bhp,Seats5,Alto K10
17316,17316,Mahindra,6.85,,2017,Individual,60000,First Owner,Diesel,Manual,18.49,Engine1493 CC,Max Power100 bhp,Seats7,TUV 300
17317,17317,Maruti,6.9,,2017,Dealer,31869,First Owner,Petrol,Manual,20.73,Engine1373 CC,Max Power91.1 bhp,Seats5,Ciaz 1.4
17318,17318,Hyundai,1.6,,2011,Individual,37400,First Owner,Petrol,Manual,,Engine1086 CC,Max Power62 bhp,Seats5,Santro Xing
17319,17319,Audi,41.75,,2017,Dealer,25000,First Owner,Diesel,Automatic,19.2,Engine1968 CC,Max Power187.74 bhp,Seats5,A5 Sportback
17320,17320,Maruti,4.0,,2017,Dealer,23765,First Owner,Petrol,Manual,23.95,Engine998 CC,Max Power67.05 bhp,Seats5,Alto K10
17321,17321,Toyota,6.5,,2018,Dealer,90483,First Owner,Diesel,Manual,23.59,Engine1364 CC,Max Power67.05 bhp,Seats5,Platinum Etios
17322,17322,Maruti,3.5,New Car (On-Road Price) : Rs.6.74-10.04 Lakh*,2013,Individual,64000,First Owner,Petrol,Manual,19.1,Engine1197 CC,Max Power85.8 bhp,Seats5,Swift Dzire
17323,17323,Maruti,3.0,New Car (On-Road Price) : Rs.5.40-7.20 Lakh*,2013,Dealer,34000,First Owner,Petrol,Manual,18.9,Engine998 CC,Max Power67.1 bhp,Seats5,Wagon R
17324,17324,Maruti,3.75,,2014,Dealer,52500,First Owner,Petrol,Automatic,23.1,Engine998 CC,Max Power67.04 bhp,Seats5,Celerio VXI
17325,17325,Maruti,2.05,New Car (On-Road Price) : Rs.6.07-9.06 Lakh*,2008,Dealer,57000,First Owner,Petrol,Manual,16.1,Engine1298 CC,Max Power88.2 bhp,Seats5,Swift ZXI
17326,17326,Hyundai,9.75,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,2019,Dealer,15000,First Owner,Diesel,Manual,22.54,Engine1396 CC,Max Power88.76 bhp,Seats5,i20 Asta
17327,17327,Maruti,10.0,,2019,Individual,30000,First Owner,Diesel,Manual,25.1,Engine1248 CC,Max Power88.5 bhp,Seats5,S-Cross 2017-2020
17328,17328,Maruti,3.25,,2016,Dealer,27000,First Owner,Petrol,Manual,16.8,Engine796 CC,Max Power34.2 bhp,Seats8,Omni E
17329,17329,Audi,18.5,,2016,Dealer,50000,First Owner,Diesel,Automatic,15.17,Engine1968 CC,Max Power181 bhp,Seats5,Q3 35
17330,17330,Toyota,3.85,,2009,Dealer,167919,First Owner,Petrol,Manual,14.53,Engine1798 CC,Max Power138.1 bhp,Seats5,Corolla Altis
17331,17331,Mahindra,15.7,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,2017,Dealer,34000,First Owner,Diesel,Manual,16.0,Engine2179 CC,Max Power140 bhp,Seats7,XUV500 W10
17332,17332,Mercedes-Benz,31.0,,2016,Dealer,147000,First Owner,Diesel,Automatic,15.26,Engine2143 CC,Max Power203.2 bhp,Seats5,M-Class ML
17333,17333,Ford,8.85,New Car (On-Road Price) : Rs.10.46-14.27 Lakh*,2017,Individual,40000,First Owner,Diesel,Manual,23.0,Engine1498 CC,Max Power98.96 bhp,Seats5,Ecosport 2015-2021
17334,17334,Maruti,6.3,,2016,Dealer,63000,First Owner,Diesel,Manual,28.09,Engine1248 CC,Max Power88.5 bhp,Seats5,Ciaz VDi
17335,17335,BMW,26.9,New Car (On-Road Price) : Rs.54.86-61.27 Lakh*,2016,Dealer,45000,First Owner,Diesel,Automatic,19.59,Engine1995 CC,Max Power184 bhp,Seats5,3 Series
17336,17336,Mercedes-Benz,26.0,,2016,Individual,16600,First Owner,Diesel,Automatic,17.9,Engine2143 CC,Max Power136 bhp,Seats5,GLA Class
17337,17337,Mercedes-Benz,18.5,,2013,Dealer,39500,First Owner,Petrol,Automatic,10.93,Engine2497 CC,Max Power204 bhp,Seats5,E-Class E
17338,17338,Hyundai,2.3,,2011,Individual,42000,First Owner,Petrol,Manual,20.36,Engine1197 CC,Max Power78.9 bhp,Seats5,i10 Magna
17339,17339,Honda,1.8,,2007,Dealer,70000,First Owner,Petrol,Manual,17.7,Engine1497 CC,Max Power78 bhp,Seats5,City 2017-2020
17340,17340,Honda,31.0,,2019,Individual,20000,First Owner,Diesel,Automatic,19.5,Engine1597 CC,Max Power118.3 bhp,Seats7,CR-V Diesel
17341,17341,Maruti,4.5,,2016,Individual,80000,First Owner,Diesel,Manual,26.59,Engine1248 CC,Max Power74 bhp,Seats5,Swift Dzire
17342,17342,Chevrolet,1.65,,2013,Individual,10000,First Owner,Petrol,Manual,16.2,Engine995 CC,Max Power62.1 bhp,Seats5,Spark 1.0
